지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
143,대구,2024-12-27,.4,-2.5,629,4,1353,,,,,,,12.3,250,1413,7.8,290,321,4,3431,290,-10.2,30,1202,45.6,2.8,1017.9,1027.8,907,1022.4,2320,1024.8,9.7,8.9,1200,1.89,10.73,,,,,,1.4,1.1,-.4,-6.2,,,,,,,,,,1.9,2.7,,,
143,대구,2024-12-28,-.1,-2.3,744,3,1518,.5,,,,,0,12.3,270,1752,7.7,270,1409,4.6,3978,290,-9.4,34,1403,50.3,3,1016.4,1025.2,2346,1021.6,358,1023.3,9.7,8.9,1200,1.93,10.97,,,,,,2,2,-.5,-4.1,,,,,,,,,,1.8,2.6,,{눈}0255-{눈}{강도0}0300-0325.,
143,대구,2024-12-29,1.8,-3.7,749,8.2,1452,,,,,,,6,250,1501,3.8,270,6,1.7,1504,270,-5.1,41,1439,61.5,4.2,1018.9,1028.2,922,1023.9,1558,1025.7,9.8,8.7,1200,1.91,11.05,,,,,,3.4,2.5,.2,-8.8,,,,,,,,,,1.3,1.9,,,
143,대구,2024-12-30,4.5,-2.4,214,11.8,1444,,,,,,,7.9,270,1323,4.6,250,1510,1.8,1534,250,-2.6,39,1445,62.6,5.1,1013.3,1025,247,1016.2,2351,1020,9.8,5.4,1200,1.84,8.8,,,,,,7,1.6,2.5,-7.2,,,,,,,,,,2.1,3,,,
143,대구,2024-12-31,4.2,-.4,2231,7.2,1407,,,,,,,12.7,290,420,8.6,290,424,3.9,3385,290,-12,14,1356,32.5,2.7,1012.3,1022.4,2302,1015,204,1019.1,9.8,8.9,1200,2.01,11.73,,,,,,.5,.5,1.6,-7.9,,,,,,,,,,2.7,3.9,,,
143,대구,2025-01-01,2.8,-3.7,755,9.9,1549,,,,,,,6.1,270,1418,4.3,270,1417,1.6,1369,250,-7.1,34,1,49.1,3.6,1015.8,1024.4,905,1020.4,1453,1022.7,9.8,8.9,1200,1.91,10.91,,,,,,0,0,.3,-9.4,,,,,,,,,,1.6,2.2,,,
143,대구,2025-01-02,3.1,-3.7,704,9.8,1453,,,,,,,6.4,290,1432,3.9,290,2308,1.6,1348,270,-9.5,16,1526,46.1,3.1,1016.9,1025.3,956,1021.4,1407,1023.7,9.8,8.7,1200,1.87,11.02,,,,,,1.1,0,.2,-9.3,,,,,,,,,,2.5,3.5,,,
143,대구,2025-01-03,1.5,-.8,735,4.9,1557,,,,,,,10.4,290,1109,6.9,290,1111,3.6,3080,290,-12.5,19,1231,36,2.4,1018.7,1027.4,1004,1024.1,52,1025.6,9.8,8.9,1200,2.01,11.72,,,,,,2.8,1.8,.1,-3.5,,,,,,,,,,2.2,3.1,,,
143,대구,2025-01-04,1.6,-2.9,2354,6.8,1520,,,,,,,8.7,320,1425,5.5,270,1356,2.6,2269,290,-10.3,22,1506,43.4,2.8,1019.7,1027.7,944,1025.6,1514,1026.5,9.8,9.1,1200,2,11.73,,,,,,.8,.8,.2,-9.3,,,,,,,,,,1.9,2.7,,,
143,대구,2025-01-05,1.2,-3.9,444,5.7,1337,,,,,,,4.1,290,1316,2.8,110,909,1,906,270,-6.2,37,1337,58.5,3.9,1015.1,1026.1,1,1018.3,2358,1021.9,9.8,.4,1100,1.12,4.69,,,,,,8.1,6.4,.5,-9.8,,,,,,,,,,.8,1.1,,,
143,대구,2025-01-06,1.8,-2.4,619,7.6,1349,.5,,,,,0,11.8,270,2333,8.2,290,2338,2.8,2382,270,-3.8,44,1937,68.1,4.7,1009.3,1018.3,1,1012.9,1413,1016.1,9.9,3.9,1300,1.29,6.08,,,,,,4,4,1,-6.9,,,,,,,,,,1.6,2.3,,{박무}0357-{박무}{강도0}0600-{박무}{강도0}0900-1155. {눈}0705-0720. {연무}1150-{연무}{강도0}1200-{연무}{강도0}1500-1520. {비}1520-{싸락눈}1526-{비}1529-1535.,
143,대구,2025-01-07,.3,-2.2,708,4.1,1500,,,,,,,13.7,270,10,8.4,290,20,4.1,3557,290,-9.9,31,1218,46.9,2.9,1011.5,1019.9,2356,1015.7,1431,1018.3,9.9,6.4,1100,1.84,9.48,,,,,,2.5,2,0,-4.3,,,,,,,,,,1.5,2.2,,,
143,대구,2025-01-08,.5,-2.4,238,5.4,1410,7.42,,,,,.6,12.9,270,2229,8,270,2231,2.6,2258,290,-5.9,44,1208,63.6,4,1012.8,1021.5,851,1016.8,1445,1019.7,9.9,5.3,1100,1.61,8.53,1.1,1955,1.1,1955,1.1,6,5.5,.4,-8.4,,,,,,,,,,1.4,2,,{눈}1240-1255. {눈}1430-1440. {눈}1525-1545. {눈}1710-{눈}{강도0}1800-{눈}{강도0}2100-2350.,
143,대구,2025-01-09,-6.1,-10.1,2312,-1.6,1,,,,,,,14.3,270,1751,8.1,270,451,5.1,4382,290,-4.6,30,632,42.4,1.7,1017.6,1029.7,2354,1020.1,30,1024.7,9.9,6.2,1200,1.96,9.15,,,.9,1,,,3,,-11.9,,,,,,,,,,1.4,2.1,,{채운}1035-1200.,
143,대구,2025-01-10,-5.3,-10.7,419,-.3,1534,,,,,,,10.7,270,2,6.6,270,1344,3.6,3137,290,-16.6,29,1439,41.3,1.7,1024.2,1032.6,948,1029.5,10,1031.3,9.9,9.2,1200,2.06,12.26,,,,,,.5,0,-5.2,-13,,,,,,,,,,1.6,2.3,,,
143,대구,2025-01-11,-2,-6.9,605,2.6,1353,,,,,,,8.9,290,1254,5.7,270,1535,2.8,2460,290,-10.8,37,1418,52.3,2.7,1021.5,1031.8,1,1026.1,1504,1028.5,9.9,8.1,1200,1.96,11.43,,,,,,2,.5,-2.9,-13,,,,,,,,,,1.6,2.3,,,
143,대구,2025-01-12,-.1,-4.4,726,3.9,1401,,,,,,,12.7,270,1153,8.2,290,1544,3.8,3299,270,-9.6,31,1355,50.1,3,1016.8,1026,1,1020.9,1407,1023.7,9.9,9,1200,2,11.77,,,,,,2.1,.6,-1.6,-8.1,,,,,,,,,,1.9,2.7,,,
143,대구,2025-01-13,.9,-3.2,427,7.2,1444,,,,,,,6.9,180,1216,4.6,290,1041,2,1754,270,-7.6,32,1514,54.6,3.5,1019.2,1028.5,1005,1024.2,1549,1026.1,10,9.2,1200,1.93,11.46,,,,,,.9,.9,-.8,-9.1,,,,,,,,,,1.5,2.1,,,
143,대구,2025-01-14,4.1,-3.5,227,11.7,1535,,,,,,,9.7,290,2104,6,290,2113,2,1757,270,-5.8,26,1558,51.1,4,1017.3,1026.5,223,1021,1548,1024.1,10,7.9,1300,1.7,10.25,,,,,,3.4,3.1,2.2,-8.9,,,,,,,,,,2.4,3.4,,{연무}0829-{연무}{강도0}0900-1145.,
143,대구,2025-01-15,-.3,-3.1,2359,3.5,4,,,,,,,14.8,320,1044,8.4,320,1050,4.2,3625,290,-14.5,22,901,34.8,2.1,1020.1,1028.8,944,1024.6,422,1027,10,9.4,1200,2.09,12.64,,,,,,.1,.1,-.3,-6.4,,,,,,,,,,2.3,3.3,,,
143,대구,2025-01-16,.8,-3.3,329,6.4,1546,,,,,,,10,270,1547,6.3,270,1333,2.8,2432,270,-8.2,38,1425,51.4,3.3,1018,1028.8,1,1021.5,1455,1024.9,10,4.9,1300,2.01,8.56,,,,,,4.4,4.4,.1,-6.2,,,,,,,,,,1.4,2,,,
143,대구,2025-01-17,2.4,-2.9,735,9.2,1623,,,,,,,5.6,320,1330,3.4,290,1338,1.1,913,110,-6.9,24,1605,52.6,3.7,1019.1,1027.7,940,1024.1,1506,1026,10,9.2,1200,1.99,11.82,,,,,,1.4,1.4,1.5,-8.7,,,,,,,,,,1.6,2.3,,,
143,대구,2025-01-18,2.4,-5.5,716,11.2,1522,,,,,,,4.7,270,1535,3.3,270,1539,1,841,320,-10.4,13,1458,44.9,2.8,1016.8,1027.1,803,1020.5,1645,1023.6,10.1,8.3,1200,2.08,11.86,,,,,,2.6,0,.5,-11.1,,,,,,,,,,1.9,2.7,,,
143,대구,2025-01-19,2.4,-4.7,719,11.2,1535,,,,,,,4.7,270,1141,3.3,250,1150,1.1,966,250,-8.4,18,1601,47.5,3.3,1010.7,1020.9,1,1014.5,1607,1017.6,10.1,9,1100,1.92,12,,,,,,3.1,0,1.3,-10.7,,,,,,,,,,1.8,2.6,,,
143,대구,2025-01-20,2.4,-3.7,654,10.6,1433,,,,,,,5.4,250,1350,3,270,1426,1.1,949,70,-4.4,35,1535,63,4.4,1009.8,1019.2,2313,1013.9,1440,1016.6,10.1,8.6,1200,1.78,10.28,,,,,,.5,.5,1.4,-9.1,,,,,,,,,,1.4,1.9,,{연무}1255-{연무}{강도0}1500-1625. {연무}1830-{연무}{강도0}2100-{연무}{강도0}2400-,
143,대구,2025-01-21,2.6,-3.1,649,10.5,1531,,,,,,,6.9,250,1444,4.4,250,1446,1.3,1126,270,-4.9,27,1531,61,4.3,1015.1,1024.1,2327,1019.1,1,1021.9,10.1,8.7,1200,1.93,11.36,,,,,,0,0,1.3,-8.9,,,,,,,,,,1.5,2.2,,-{연무}-{연무}{강도0}0300-0405. {박무}0355-{박무}{강도0}0600-{박무}{강도1}0900-1010. {연무}1005-{연무}{강도0}1200-{연무}{강도0}1500-1540. {연무}1755-{연무}{강도0}1800-{연무}{강도0}2100-{연무}{강도0}2400-,
143,대구,2025-01-22,3.6,-3.5,434,11.8,1603,,,,,,,4.4,270,1534,2.9,270,1528,1.3,1080,110,-4.9,27,1606,56.5,4.3,1017.2,1026.1,746,1021.9,1611,1024,10.2,8.5,1200,1.84,10.36,,,,,,2.5,2.1,2.1,-9.3,,,,,,,,,,1.6,2.3,,-{연무}-{연무}{강도0}0300-{연무}{강도0}0600-{연무}{강도0}0900-{연무}{강도0}1200-{연무}{강도0}1500-{연무}{강도0}1800-{연무}{강도0}2100-{연무}{강도0}2400-,
143,대구,2025-01-23,4.4,-.9,741,12.6,1558,,,,,,,4.9,290,1516,3,270,1322,1.3,1107,110,-7.9,13,1614,47.6,3.5,1017.4,1026.1,918,1021.9,1531,1024.2,10.2,8.6,1200,1.92,11.18,,,,,,1.5,1.5,2.8,-7.5,,,,,,,,,,2,2.9,,-{연무}-{연무}{강도0}0300-{연무}{강도0}0600-0710. {박무}0705- {박무}0845-{박무}{강도1}0900-0950. {연무}0945-1150.,
143,대구,2025-01-24,3.7,-3.9,650,11.8,1544,,,,,,,6.6,110,1853,4.2,90,1858,1.7,1444,110,-5.2,24,1517,55.4,4.3,1018.9,1027.2,1012,1023,1637,1025.7,10.2,9.3,1200,2.08,12.36,,,,,,.6,.6,2.2,-9.6,,,,,,,,,,2,2.9,,,
143,대구,2025-01-25,3.5,-1.4,532,8.7,1458,2.45,,,,,0,9.8,70,1729,5.7,90,1737,2.2,1875,90,-1.7,46,1616,70.5,5.4,1021.9,1030.1,902,1026.9,16,1028.8,10.2,1.4,1100,1.31,6.39,,,,,,5.9,5.1,3.3,-6.7,,,,,,,,,,1.3,1.8,,{박무}0250-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0905. {비}0555-{비}{강도0}0600-{눈}0656-0722. {비}1255-1305. {비}1455-{비}{강도0}1500-1525. {비}1650-1710.,
143,대구,2025-01-26,4.9,2,17,7.9,1157,2.5,,,,,0,7.1,110,1255,4.3,110,1256,2,1748,140,-1.5,43,1241,63.9,5.5,1018.8,1030.2,703,1020.4,2350,1025.6,10.3,3.9,1100,1.49,7.42,,,,,,9,6,4.3,-.7,,,,,,,,,,1.1,1.6,,{비}0540-{비}{강도0}0600-0730. {진눈깨비}2320-{진눈깨비}{강도0}2400-,
143,대구,2025-01-27,1.8,-.6,2359,5,1437,12.8,,,,,3.7,11.9,290,1602,7.6,290,1619,2.6,2256,290,-2.7,40,1538,74,5.2,1008.9,1020.3,1,1012.6,1438,1015.7,10.3,.8,1400,.85,3.95,,,,,,7,5.6,2.6,-2.3,,,,,,,,,,1.1,1.6,,-{진눈깨비}-{진눈깨비}{강도0}0300-{진눈깨비}{강도0}0600-{비}0710-{비}{강도0}0900-{진눈깨비}0930-{비}1005-1030. {박무}0336-{박무}{강도0}0600-{박무}{강도0}0900-1140. {싸락눈}1125-1158. {눈}2140-2230. {눈}2255-2350.,
143,대구,2025-01-28,.6,-1.6,317,3.3,1524,4.58,,,,,0,14.2,270,1607,8.8,270,1612,4.9,4266,270,-7.4,40,1605,55.6,3.5,1009.2,1019.1,2358,1014.1,1455,1016,10.3,5.2,1000,1.57,8.27,.1,355,.1,355,.1,5.3,5.3,.4,-3.7,,,,,,,,,,1.7,2.4,,{눈}0240-{눈}{강도0}0300-0350. {박무}0250-{박무}{강도0}0300-0325. {눈}0405-0415. {눈}1125-{눈}{강도0}1200-1440.,
143,대구,2025-01-29,-.3,-2.5,2343,2.9,1522,.33,,,,,0,11.8,320,1533,8.1,290,1729,5,4299,290,-9.6,36,1524,49.8,3,1016.3,1026.5,2400,1019,1,1023.2,10.4,6.9,1200,1.95,11.01,,,,,,3.5,3.5,.5,-4.5,,,,,,,,,,1.8,2.5,,{눈}0910-0930.,
143,대구,2025-01-30,.5,-3.1,323,6.2,1526,,,,,,,8.6,290,41,5.3,290,45,2.5,2134,270,-7.6,39,1524,55.5,3.5,1020.6,1029.3,953,1026.1,1550,1027.5,10.4,8.9,1200,2.24,13.09,,,,,,2.1,2.1,.8,-6.8,,,,,,,,,,1.6,2.2,,,
143,대구,2025-01-31,2.4,-4.2,712,7.7,1522,3.15,,,,,0,3.1,320,2146,2.3,140,804,.9,741,290,-3.8,42,1600,65.9,4.7,1020,1029.7,837,1024.3,1638,1026.9,10.4,2.3,1100,1.54,7.97,,,,,,6.6,4.1,1.9,-8.9,,,,,,,,,,.9,1.3,,{비}2014-{비}{강도0}2100-2323.,
143,대구,2025-02-01,3.7,2.5,702,5.7,1531,14.02,,,,,5.9,2.8,110,1052,2.2,110,1123,.8,651,110,2.6,83,1,93,7.4,1014.6,1025.2,1,1018.8,1545,1021.4,10.4,0,1500,.47,2.39,,,,,,9.5,8.8,3.8,-.8,,,,,,,,,,.3,.5,,{박무}0238-{박무}{강도0}0300-{박무}{강도1}0600-{박무}{강도2}0900-{박무}{강도1}1200-{박무}{강도1}1500-1640. {비}0312-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-{비}{강도0}1500-1610. {박무}1655-{박무}{강도0}1800-{박무}{강도0}2100-{박무}{강도1}2400- {이슬비}1852-1955.,
143,대구,2025-02-02,3.7,.5,757,10,1601,,,,,,,5.1,290,1159,3.2,290,1200,1.4,1209,290,-1,28,1647,74.8,5.7,1011,1020.7,252,1015.2,2203,1017.8,10.5,4.5,1200,2.22,10.32,,,,,,6.8,4.9,4.9,-1.6,,,,,,,,,,1.8,2.6,,-{안개}-{시정(미만)}{1km}{안개}0007-{시정(미만)}{0.5km}{안개}0011-{시정(미만)}{0.2km}{안개}0044-{시정(이상)}{0.2km}{안개}0123-{시정(이상)}{0.5km}{안개}0126-{시정(이상)}{1km}{박무}0127-{시정(미만)}{1km}{안개}0155-{시정(이상)}{1km}{박무}0215-{시정(미만)}{1km}{안개}0256-{시정(미만)}{0.5km}{안개}0257-{안개}{강도1}0300-{시정(미만)}{0.2km}{안개}0302- {시정(이상)}{0.2km}{안개}0316-{시정(이상)}{0.5km}{안개}0320-{시정(이상)}{1km}{박무}0321-{시정(미만)}{1km}{안개}0346-{시정(미만)}{0.5km}{안개}0549-{안개}{강도1}0600-{시정(미만)}{0.2km}{안개}0604-{시정(이상)}{0.2km}{안개}0657-{시정(이상)}{0.5km}{안개}0710-{시정(이상)}{1km}{박무}0738-{박무}{강도2}0900-{박무}{강도0}1200-1255.,5.95
143,대구,2025-02-03,.5,-3.7,2347,3.9,114,.25,,,,,,16.7,290,1450,10.6,270,1314,6.1,5250,290,-11.9,21,1426,41.3,2.7,1010.6,1019.7,2217,1015.1,1414,1017.4,10.5,9.1,1200,2.42,14.66,,,,,,2.8,1.6,1.5,-5,,,,,,,,,,3,4.3,,{연무}0135-{연무}{강도0}0300-0325. {눈}0705-0720.,
143,대구,2025-02-04,-4.3,-7.1,738,-.8,1448,,,,,,,15.1,290,1552,8.5,290,1246,5.5,4767,290,-15.9,27,1645,41.3,1.8,1010.4,1019.3,1,1014.5,1459,1017.4,10.5,9.9,1200,2.44,15.51,,,,,,.5,.4,-2.2,-8.4,,,,,,,,,,2.2,3.2,,,
143,대구,2025-02-05,-4.2,-6.8,646,.4,1436,,,,,,,13,290,1648,8.2,270,1804,4.8,4134,270,-16.3,23,1126,40.1,1.8,1010.6,1020.4,2358,1014.6,1437,1017.5,10.6,9.8,1200,2.42,15.38,,,,,,.9,.6,-2.5,-9.2,,,,,,,,,,2.4,3.4,,,
143,대구,2025-02-06,-2.2,-6.6,525,2.3,1625,,,,,,,12,290,121,6.6,290,200,3.6,3124,290,-16.3,16,1441,36.1,1.8,1014.2,1024.1,1112,1019.3,1715,1021.2,10.6,9.4,1100,1.96,13.68,,,,,,3.8,2.6,-1.8,-8.9,,,,,,,,,,1.9,2.7,,,
143,대구,2025-02-07,-4.8,-8.1,2354,-1,1,7.83,,,,,1,20.2,270,1640,11.5,270,1426,4.5,3919,290,-12,33,1703,60.1,2.7,1012.3,1025.2,2319,1014,926,1019.3,10.6,4.3,1400,2.07,9.26,2.2,1055,2.2,1055,2.2,4.5,3.5,-2.2,-9.7,,,,,,,,,,1.4,1.9,,{눈}0330-{시정(미만)}{1km}{눈}0413-{시정(이상)}{1km}{눈}0435-0520. {눈}0615-{눈}{강도0}0900-1105. {눈}1230-1340.,
143,대구,2025-02-08,-5.1,-9.3,505,-.2,1453,,,,,,,10.8,270,1333,6.5,270,1246,3.5,3052,290,-14.3,35,1550,48.9,2,1020,1028.6,2225,1025.2,1,1027,10.7,10.2,1200,2.5,16.03,,,,,,0,0,-3.3,-11.3,,,,,,,,,,1.7,2.4,,,
143,대구,2025-02-09,-2.4,-6.9,524,3.2,1559,,,,,,,8.6,270,1707,6,290,1225,2.9,2502,290,-11.8,30,1511,50,2.5,1019.6,1028.7,828,1023.7,1601,1026.5,10.7,10.1,1200,2.53,16.24,,,,,,.1,.1,-1.7,-11.3,,,,,,,,,,2,2.9,,,
143,대구,2025-02-10,-.4,-4.6,509,4.6,1526,,,,,,,11.6,290,1358,7.7,290,1309,3.1,2670,270,-9.2,31,1345,52.9,3.1,1019.9,1029.1,2256,1024.3,1519,1026.9,10.7,9.8,1300,2.51,15.31,,,,,,.5,.5,-.8,-8.5,,,,,,,,,,1.9,2.7,,,
143,대구,2025-02-11,.9,-6.2,521,9.6,1557,,,,,,,3.6,270,21,2.6,270,19,1,830,20,-10.8,13,1543,48.3,2.7,1021.7,1032.7,834,1024,2318,1028.6,10.8,10,1200,2.44,16.03,,,,,,1.3,1.1,.6,-12.4,,,,,,,,,,2.2,3.1,,,
143,대구,2025-02-12,1.5,-1.3,1,4.3,2106,13.58,,,,,5.7,14.3,290,2317,8.9,290,2140,2.3,1962,270,-2.1,43,224,80,5.5,1009.9,1025.4,2,1011.1,1532,1016.7,10.8,0,1300,.32,1.7,3.1,900,3.1,900,3,8.8,8,0,-2.8,,,,,,,,,,1.1,1.5,,{눈}0415-{눈}{강도0}0600-{진눈깨비}0850-{진눈깨비}{강도1}0900-{비}0925-{비}{강도0}1200-1330. {박무}1325-{박무}{강도1}1500-1505. {이슬비}1455-{이슬비}{강도0}1500-1645. {박무}1640-{박무}{강도0}1800-1850. {비}1845-{비}{강도0}2100-2115.,
143,대구,2025-02-13,2,-2.2,635,7.1,1556,,,,,,,14.1,290,336,7.8,290,41,4.6,3952,290,-12,22,1414,36,2.5,1016.1,1025.6,811,1018.4,1,1023,10.8,10.4,1200,2.59,16.92,,,,,,0,0,1.5,-4.5,,,,,,,,,,2.7,3.9,,,
143,대구,2025-02-14,3.5,-4,659,12,1540,,,,,,,8.1,290,1316,5.2,270,1316,1.6,1359,270,-6.9,20,1536,51.1,3.7,1015.2,1024.4,633,1019.3,1720,1022,10.9,9.9,1200,2.54,16.12,,,,,,1.4,1.3,2.6,-8.5,,,,,,,,,,2.5,3.5,,,
143,대구,2025-02-15,3.4,-2.5,710,9.8,1559,,,,,,,5,290,1548,3.5,320,1556,1.2,1054,320,-5.2,30,1328,55.9,4.2,1011.2,1021.3,155,1014.7,1720,1018,10.9,1.7,1100,1.56,7.92,,,,,,5.5,3.5,1.7,-7.2,,,,,,,,,,1.3,1.9,,,
143,대구,2025-02-16,6.3,-2.2,726,13.7,1526,,,,,,,10.2,290,2334,6.2,290,2400,2.4,2054,270,-4,27,1509,51.5,4.6,1008.8,1017.7,1,1012.4,1630,1015.5,10.9,9.4,1300,2.2,14.53,,,,,,1.9,.4,4.5,-6.8,,,,,,,,,,3.4,4.8,,{연무}2255-{연무}{강도0}2400-,
143,대구,2025-02-17,2.8,-.7,2346,7.4,1533,,,,,,,16.5,320,1450,9.3,290,1158,5.6,4811,290,-15.2,16,1903,27.1,2,1014.8,1024.2,2358,1016,1,1021.7,11,10.5,1200,2.66,17.47,,,,,,.4,0,3,-3,,,,,,,,,,3.8,5.4,,-{연무}-{연무}{강도0}0300-0330.,
143,대구,2025-02-18,.2,-2.9,646,4.5,1423,,,,,,,13.3,290,1519,8.6,290,1527,4.6,3999,290,-15.3,16,1404,32.1,1.9,1017.7,1026.5,804,1022.1,1548,1024.6,11,10.4,1200,2.69,17.73,,,,,,.3,0,1.8,-4.9,,,,,,,,,,3.3,4.7,,,
143,대구,2025-02-19,.1,-3.6,649,5,1435,,,,,,,11.1,290,933,6.6,290,1405,4.1,3533,290,-15,18,1654,32.8,1.9,1020.1,1029.5,2352,1025,1505,1027,11.1,10.6,1200,2.67,17.7,,,,,,0,0,2,-5.8,,,,,,,,,,2.8,4,,,
143,대구,2025-02-20,0,-3.9,601,5.2,1542,,,,,,,9.9,290,1025,6,270,959,3.6,3137,290,-14.9,20,1259,32.8,1.9,1021.9,1031.1,830,1025.9,1550,1028.9,11.1,10.5,1300,2.62,17.06,,,,,,.8,0,2.1,-6.8,,,,,,,,,,2.9,4.1,,,
143,대구,2025-02-21,.1,-3.5,648,4.8,1550,,,,,,,11.3,250,1525,7.2,270,1531,3.9,3392,290,-14.3,20,1627,34.8,2,1022.7,1031.5,845,1027,1523,1029.6,11.1,8.6,1200,2.72,16.53,,,,,,3,0,1.9,-6.9,,,,,,,,,,2.8,4,,,
143,대구,2025-02-22,.8,-2.9,655,6.1,1635,.83,,,,,0,12,270,903,6.5,290,915,3.5,3006,290,-13,17,1651,37.1,2.3,1023.9,1032.9,818,1028.7,1720,1030.8,11.2,10.5,1200,2.75,18.34,,,,,,.8,.8,2.9,-5.2,,,,,,,,,,2.9,4.1,,{눈}0635-0725.,
143,대구,2025-02-23,-1,-3.7,553,2.7,1536,,,,,,,13.3,270,1250,8,290,1705,4.3,3676,290,-13.4,25,1154,39.8,2.2,1022.9,1032.1,629,1026.7,1618,1029.9,11.2,7,1200,2.74,14.82,,,,,,2.9,2,.5,-7.9,,,,,,,,,,2.4,3.5,,,
143,대구,2025-02-24,.9,-4.4,619,7,1554,,,,,,,10.7,270,1315,6.7,290,1440,4.1,3564,290,-13.7,19,1523,34.9,2.2,1023.5,1032.4,851,1028.3,1625,1030.5,11.2,10.8,1200,2.79,18.8,,,,,,0,0,2.2,-6.6,,,,,,,,,,3.3,4.7,,,
143,대구,2025-02-25,4.3,-3.1,553,10.7,1557,,,,,,,8.2,290,2056,5.1,290,18,3,2590,270,-10,18,1451,36.8,2.9,1019.7,1031.1,1,1022.1,1646,1026.5,11.3,8.7,1100,2.6,16.29,,,,,,4.5,1.3,4.9,-9.4,,,,,,,,,,2.9,4.1,,{햇무리}1250-1330. {채운}1555-1715.,
143,대구,2025-02-26,6.2,-.7,717,12.7,1439,,,,,,,9.8,250,1602,5.6,290,1520,2.5,2156,290,-8.7,16,1452,37,3.3,1016.4,1025.2,912,1020.8,1527,1023.1,11.3,10.3,1200,2.61,17.49,,,,,,0,0,5.9,-6.4,,,,,,,,,,3.5,5.1,,,
143,대구,2025-02-27,7,-3,718,15.5,1659,1.42,,,,,0,6.1,270,1340,3.7,250,1315,1.4,1201,270,-12.4,9,1501,28,2.4,1016,1027.1,845,1018.9,1731,1022.7,11.3,10.1,1100,2.54,16.85,,,,,,4.9,2.8,5.8,-9.4,,,,,,,,,,3.5,4.9,,{비}2220-2305. {비}2315-2355.,
143,대구,2025-02-28,10.8,5.9,722,18.6,1613,1.5,,,,,.1,7.3,320,1309,4.2,290,1435,1.8,1571,290,1.1,26,10,53.4,6.7,1013.1,1020.8,144,1017.7,1638,1019.7,11.4,10.4,1100,2.62,18.54,,,,,,3.4,2.5,11.8,0,,,,,,,,,,3.1,4.4,,{비}0105-0225. {비}0355-0405.,
143,대구,2025-03-01,9.4,1.7,621,15.2,1411,1.75,,,,,0,5.3,270,1528,3.2,270,1308,1.2,1045,110,4.6,48,1248,73.5,8.8,1011.7,1021.5,827,1015.9,1801,1018.4,11.4,2.7,1300,1.61,8.35,,,,,,7.4,4.6,8.6,-3.7,,,,,,,,,,1.4,1.9,,{비}1530-1650. {비}1730-1755. {박무}1825-{박무}{강도0}2100-{박무}{강도0}2400-,
143,대구,2025-03-02,10.2,5.6,2324,14.2,1200,8.08,,,,,4,14.7,110,1629,9.4,110,1638,3.5,3018,110,5.2,34,1408,73.1,8.9,1009.9,1018.4,2147,1015,1535,1016.5,11.4,0,1100,.96,4.48,,,,,,10,8.5,10.1,5.2,,,,,,,,,,1.5,2.1,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-1150. {비}0730-0740. {비}0825-{비}{강도0}0900-0925. {비}1705-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400- {박무}1730-{박무}{강도0}1800-2005. {박무}2255-{박무}{강도0}2400-,
